city,pop,lat,lon,tz
台北 - TW,7871900,25.0478,121.532,Asia/Taipei
新北 - TW,543342,25.0143,121.467,Asia/Taipei
基隆 - TW,397515,25.1309,121.741,Asia/Taipei
桃園 - TW,402014,24.9937,121.297,Asia/Taipei
新竹 - TW,404109,24.8036,120.969,Asia/Taipei
苗栗 - TW,533219,24.5141,120.317,Asia/Taipei
台中 - TW,1040725,24.1469,120.684,Asia/Taipei
彰化 - TW,124725,23.9567,120.576,Asia/Taipei
雲林 - TW,104723,23.7094,120.543,Asia/Taipei
嘉義 - TW,262553,23.5769,120.317,Asia/Taipei
台南 - TW,771235,22.9908,120.213,Asia/Taipei
高雄 - TW,1519711,22.6163,120.313,Asia/Taipei
屏東 - TW,31288,22.0042,120.744,Asia/Taipei
南投 - TW,105682,23.9157,120.664,Asia/Taipei
宜蘭 - TW,94188,24.757,121.753,Asia/Taipei
花蓮 - TW,350468,23.9769,121.604,Asia/Taipei
台東 - TW,211681,22.7217,120.51,Asia/Taipei
澎湖 - TW,56435,23.5654,119.586,Asia/Taipei
金門 - TW,37507,24.4341,118.317,Asia/Taipei
馬祖 - TW,8000,26.1457,119.913,Asia/Taipei
香港 - HK,7491609,22.2783,114.174,Asia/Hong_Kong
澳門 - MO,649335,22.2005,113.546,Asia/Macau
北京 - CN,18960744,39.9075,116.397,Asia/Shanghai
上海 - CN,22315474,31.2222,121.458,Asia/Shanghai
廣州 - CN,16096724,23.1166,113.25,Asia/Shanghai
深圳 - CN,17494398,22.5455,114.068,Asia/Shanghai
Aalborg - DK,142937,57.048,9.9187,Europe/Copenhagen
Aarau - CH,21503,47.3925,8.04422,Europe/Zurich
Aba - NG,1160000,5.10658,7.36667,Africa/Lagos
Abakaliki - NG,134102,6.32485,8.11368,Africa/Lagos
Abakan - RU,184168,53.7154,91.4259,Asia/Krasnoyarsk
Abancay - PE,72277,-13.6343,-72.8838,America/Lima
Abeche - TD,139983,13.8292,20.8324,Africa/Ndjamena
Abengourou - CI,130810,6.72972,-3.49639,Africa/Abidjan
Abeokuta - NG,735000,7.15571,3.34509,Africa/Lagos
Abha - SA,210886,18.2164,42.5053,Asia/Riyadh
Abidjan - CI,6321017,5.35444,-4.00167,Africa/Abidjan
Abobo - CI,1340083,5.41613,-4.0159,Africa/Abidjan
Abomey - BJ,117824,7.18286,1.99119,Africa/Porto-Novo
Abu Dhabi - AE,1807000,24.4512,54.397,Asia/Dubai
Abu Ghurayb - IQ,900000,33.3056,44.1848,Asia/Baghdad
Abuja - NG,2690000,9.05785,7.49508,Africa/Lagos
Accra - GH,1963264,5.55602,-0.1969,Africa/Accra
Ad Dali` - YE,14760,13.6957,44.7314,Asia/Aden
Ad Diwaniyah - IQ,318801,31.9929,44.9255,Asia/Baghdad
Ad-Damazin - SD,186051,11.7891,34.3592,Africa/Khartoum
Adamstown - PN,46,-25.066,-130.101,Pacific/Pitcairn
Adana - TR,1816750,36.9862,35.3253,Europe/Istanbul
Adapazari - TR,286787,40.7806,30.4033,Europe/Istanbul
Addis Ababa - ET,3860000,9.02497,38.7469,Africa/Addis_Ababa
Adelaide - AU,1469163,-34.9287,138.599,Australia/Adelaide
Aden - YE,1079670,12.7796,45.0385,Asia/Aden
Adiyaman - TR,267131,37.7644,38.2763,Europe/Istanbul
Ado-Ekiti - NG,435000,7.62329,5.22087,Africa/Lagos
Adrar - DZ,68276,27.8743,-0.29388,Africa/Algiers
Afyonkarahisar - TR,251799,38.7567,30.5433,Europe/Istanbul
Agadez - NE,149549,16.9733,7.99111,Africa/Niamey
Agadir - MA,698310,30.4202,-9.59815,Africa/Casablanca
Agartala - IN,400004,23.8361,91.2794,Asia/Kolkata
Agdam - AZ,39451,39.991,46.9274,Asia/Baku
Agdas - AZ,23528,40.647,47.4738,Asia/Baku
Agdzhabedy - AZ,43000,40.0502,47.4594,Asia/Baku
Aghstafa - AZ,12542,41.1189,45.4539,Asia/Baku
Aghsu - AZ,17209,40.5703,48.4009,Asia/Baku
Agra - IN,1430055,27.1833,78.0167,Asia/Kolkata
Agri - TR,120390,39.7147,43.0401,Europe/Istanbul
Aguadilla - PR,16073,18.4275,-67.1541,America/Puerto_Rico
Aguascalientes - MX,722250,21.8826,-102.284,America/Mexico_City
Ahmedabad - IN,6357693,23.0258,72.5873,Asia/Kolkata
Ahuachapan - SV,34102,13.924,-89.8434,America/El_Salvador
Ahvaz - IR,841145,31.319,48.6842,Asia/Tehran
Aibak - AF,47823,36.2647,68.0155,Asia/Kabul
Aileu - TL,17356,-8.72806,125.566,Asia/Dili
Ain Defla - DZ,55259,36.264,1.9679,Africa/Algiers
Ain Temouchent - DZ,70810,35.2975,-1.14037,Africa/Algiers
Ainaro - TL,12000,-8.99241,125.508,Asia/Dili
Aizawl - IN,293416,23.7289,92.7179,Asia/Kolkata
Ajaccio - FR,54364,41.9189,8.73812,Europe/Paris
Ajdabiya - LY,131773,30.7554,20.2263,Africa/Tripoli
Ajegunle - NG,550000,6.45197,3.33115,Africa/Lagos
Ajlun - JO,125557,32.3333,35.7528,Asia/Amman
Ajman City - AE,490035,25.4018,55.4788,Asia/Dubai
Akhaltsikhe - GE,17445,41.6395,42.986,Asia/Tbilisi
Akita - JP,307672,39.7167,140.117,Asia/Tokyo
Akjoujt - MR,15851,19.7416,-14.3853,Africa/Nouakchott
Aksaray - TR,247147,38.3725,34.0254,Europe/Istanbul
Aktobe - KZ,500757,50.2797,57.2072,Asia/Aqtobe
Akure - NG,730000,7.25256,5.19312,Africa/Lagos
Akureyri - IS,19219,65.6835,-18.0878,Atlantic/Reykjavik
Al 'Amarah - IQ,323302,31.8356,47.1448,Asia/Baghdad
Al 'Aziziyah - LY,52404,32.5319,13.0175,Africa/Tripoli
Al Ahmadi - KW,637411,29.0769,48.0839,Asia/Kuwait
Al Bahah - SA,88419,20.0129,41.4677,Asia/Riyadh
Al Bayda - YE,37821,13.9852,45.5727,Asia/Aden
Al Bayda' - LY,129439,32.7627,21.7551,Africa/Tripoli
Al Buraymi - OM,73670,24.2509,55.7931,Asia/Muscat
Al Farwaniyah - KW,86525,29.2775,47.9586,Asia/Kuwait
Al Fayyum - EG,519047,29.31,30.8418,Africa/Cairo
Al Fujairah City - AE,118933,25.1164,56.3414,Asia/Dubai
Al Ghayzah - YE,10948,16.2079,52.176,Asia/Aden
Al Hasakah - SY,422445,36.5024,40.7477,Asia/Damascus
Al Hazm - YE,18241,16.1641,44.7769,Asia/Aden
Al Hillah - IQ,455700,32.4637,44.4196,Asia/Baghdad
Al Hudaydah - YE,734699,14.7978,42.9545,Asia/Aden
Al Jahra' - KW,24281,29.3375,47.6581,Asia/Kuwait
Al Kharjah - EG,83108,25.451,30.5465,Africa/Cairo
Al Khawr - QA,18923,25.6839,51.5058,Asia/Qatar
Al Khums - LY,201943,32.6486,14.2619,Africa/Tripoli
Al Kut - IQ,315162,32.5128,45.8182,Asia/Baghdad
Al Mahwit - YE,10593,15.4701,43.5448,Asia/Aden
Al Mansurah - EG,621953,31.0364,31.3807,Africa/Cairo
Al Marj - LY,85315,32.4926,20.8291,Africa/Tripoli
Al Qadarif - SD,363945,14.0349,35.3834,Africa/Khartoum
Al Qunaytirah - SY,36143,33.126,35.8246,Asia/Damascus
Al Wakrah - QA,26436,25.1715,51.6034,Asia/Qatar
Alajuela - CR,47494,10.0172,-84.2127,America/Costa_Rica
Alba Iulia - RO,64227,46.0667,23.5833,Europe/Bucharest
Albany - US,101228,42.6526,-73.7562,America/New_York
Albuquerque - US,564559,35.0845,-106.651,America/Denver
Aleg - MR,19183,17.0531,-13.9131,Africa/Nouakchott
Aleppo - SY,2098210,36.2012,37.1612,Asia/Damascus
Alexandria - EG,5263542,31.2018,29.9158,Africa/Cairo
Alexandria - RO,40390,43.9833,25.3333,Europe/Bucharest
Algiers - DZ,2364230,36.7323,3.08746,Africa/Algiers
Ali Sabih - DJ,50006,11.1558,42.7125,Africa/Djibouti
Allada - BJ,23287,6.66547,2.15138,Africa/Porto-Novo
Almaty - KZ,1977011,43.2525,76.9115,Asia/Almaty
Alofi - NU,624,-19.0529,-169.92,Pacific/Niue
Alor Setar - MY,417800,6.12104,100.36,Asia/Kuala_Lumpur
Alotau - PG,10025,-10.3151,150.457,Pacific/Port_Moresby
Altai - MN,17617,46.3722,96.2583,Asia/Hovd
Alytus - LT,49195,54.3957,24.0389,Europe/Vilnius
Am Timan - TD,74691,11.0433,20.2834,Africa/Ndjamena
Amasya - TR,114921,40.6533,35.8331,Europe/Istanbul
Ambato - EC,387309,-1.24908,-78.6167,America/Guayaquil
Ambatondrazaka - MG,50463,-17.8333,48.4167,Indian/Antananarivo
Ambon - ID,347288,-3.69583,128.183,Asia/Jayapura
Ambositra - MG,43504,-20.5303,47.2434,Indian/Antananarivo
Ambovombe - MG,69265,-25.1784,46.0872,Indian/Antananarivo
Amdjarass - TD,29793,16.0667,22.8354,Africa/Ndjamena
Amman - JO,1275857,31.9552,35.945,Asia/Amman
Amnat Charoen - TH,34769,15.8585,104.629,Asia/Bangkok
Amran - YE,90792,15.6594,43.9438,Asia/Aden
Amravati - IN,647057,20.9333,77.75,Asia/Kolkata
Amritsar - IN,1159227,31.6223,74.8753,Asia/Kolkata
Amsterdam - NL,741636,52.374,4.88969,Europe/Amsterdam
Anadyr - RU,15604,64.7342,177.51,Asia/Anadyr
Ancona - IT,89994,43.6072,13.5103,Europe/Rome
Andijon - UZ,747800,40.7834,72.3507,Asia/Tashkent
Andong - KR,153348,36.5664,128.723,Asia/Seoul
Andorra la Vella - AD,20430,42.5078,1.52109,Europe/Andorra
Anew - TM,27526,37.8875,58.516,Asia/Ashgabat
Ang Thong - TH,13738,14.5884,100.453,Asia/Bangkok
Ankang - CN,870126,32.68,109.017,Asia/Shanghai
Ankara - TR,3517182,39.9199,32.8543,Europe/Istanbul
Anna Regina - GY,12448,7.26555,-58.4826,America/Guyana
Annaba - DZ,342703,36.9,7.76667,Africa/Algiers
Annapolis - US,40812,38.9786,-76.4918,America/New_York
Anqing - CN,804493,30.5136,117.047,Asia/Shanghai
Anshan - CN,1450000,41.1236,122.99,Asia/Shanghai
Anshun - CN,765313,26.25,105.933,Asia/Shanghai
Antakya - TR,210000,36.2066,36.1572,Europe/Istanbul
Antalya - TR,1344000,36.9081,30.6956,Europe/Istanbul
Antananarivo - MG,1349501,-18.9137,47.5361,Indian/Antananarivo
Antigua Guatemala - GT,46054,14.5564,-90.7332,America/Guatemala
Antipolo - PH,913712,14.6258,121.123,Asia/Manila
Antofagasta - CL,401096,-23.6509,-70.3975,America/Santiago
Antsirabe - MG,260907,-19.8659,47.0333,Indian/Antananarivo
Antsiranana - MG,136959,-12.3173,49.2919,Indian/Antananarivo
Antsohihy - MG,40512,-14.8796,47.9875,Indian/Antananarivo
Anuradhapura - LK,60943,8.31223,80.4131,Asia/Colombo
Anyang - CN,1146839,36.096,114.383,Asia/Shanghai
Aomori - JP,298394,40.8167,140.733,Asia/Tokyo
Aosta - IT,35261,45.7376,7.31722,Europe/Rome
Apia - WS,40407,-13.8333,-171.767,Pacific/Apia
Aplahoue - BJ,26340,6.93333,1.68333,Africa/Porto-Novo
Aqaba - JO,95048,29.5267,35.0078,Asia/Amman
Aqsu - CN,535657,41.1842,80.2792,Asia/Urumqi
Ar Raqqah - SY,531952,35.9528,39.0079,Asia/Damascus
Ar Rayyan - QA,272465,25.2919,51.4244,Asia/Qatar
Aracaju - BR,664908,-10.9111,-37.0717,America/Maceio
Arachinovo - MK,12800,42.0268,21.5628,Europe/Skopje
Arad - RO,169065,46.1833,21.3167,Europe/Bucharest
Arak - IR,503647,34.0949,49.6981,Asia/Tehran
Arar - SA,148540,30.9753,41.0381,Asia/Riyadh
Arauca - CO,85585,7.08471,-70.7591,America/Bogota
Ardabil - IR,410753,38.2498,48.2933,Asia/Tehran
Ardahan - TR,22927,41.1087,42.7022,Europe/Istanbul
Arecibo - PR,87754,18.4724,-66.7157,America/Puerto_Rico
Aregua - PY,11222,-25.3124,-57.385,America/Asuncion
Arendal - NO,30916,58.4615,8.77253,Europe/Oslo
Arequipa - PE,1008290,-16.399,-71.5375,America/Lima
Arica - CL,241653,-18.4755,-70.3006,America/Santiago
Ariel - IL,20540,32.1065,35.1845,Asia/Jerusalem
Arima - TT,35000,10.6374,-61.2823,America/Port_of_Spain
Arish - EG,199243,31.1316,33.7984,Africa/Cairo
Arkhangel'sk - RU,349742,64.5461,40.5518,Europe/Moscow
Armavir - AM,29700,40.1555,44.0388,Asia/Yerevan
Armenia - CO,304314,4.53656,-75.6726,America/Bogota
Arnhem - NL,141674,51.98,5.91111,Europe/Amsterdam
Arta - DJ,17477,11.5264,42.8519,Africa/Djibouti
Artashat - AM,22800,39.9548,44.5487,Asia/Yerevan
Artemisa - CU,68073,22.8137,-82.7581,America/Havana
Artigas - UY,41909,-30.4043,-56.4693,America/Montevideo
Artvin - TR,25841,41.1816,41.8217,Europe/Istanbul
Arusha - TZ,617631,-3.36667,36.6833,Africa/Dar_es_Salaam
Arvayheer - MN,29420,46.2639,102.775,Asia/Ulaanbaatar
Aryanah - TN,114486,36.8601,10.1934,Africa/Tunis
As Salt - JO,107874,32.0392,35.7272,Asia/Amman
As Samawah - IQ,152890,31.332,45.2944,Asia/Baghdad
As Sulaymaniyah - IQ,878146,35.565,45.4329,Asia/Baghdad
As-Suwayda - SY,59052,32.709,36.5695,Asia/Damascus
Asaba - NG,73374,6.19824,6.73187,Africa/Lagos
Asadabad - AF,48400,34.8731,71.147,Asia/Kabul
Asansol - IN,504271,23.6833,86.9833,Asia/Kolkata
Ashgabat - TM,727700,37.95,58.3833,Asia/Ashgabat
Ashtarak - AM,17600,40.2976,44.3615,Asia/Yerevan
Asmara - ER,563930,15.3381,38.9318,Africa/Asmara
Asosa - ET,69700,10.0667,34.5333,Africa/Addis_Ababa
Assab - ER,21300,13.0092,42.7394,Africa/Asmara
Assen - NL,62237,52.9967,6.5625,Europe/Amsterdam
Assiut - EG,528669,27.181,31.1837,Africa/Cairo
Assomada - CV,21297,15.1,-23.6833,Atlantic/Cape_Verde
Astana - KZ,345604,51.1801,71.446,Asia/Almaty
Astara - AZ,15190,38.456,48.875,Asia/Baku
Astrakhan - RU,533925,46.3497,48.0408,Europe/Astrakhan
Asuncion - PY,1482200,-25.2865,-57.647,America/Asuncion
Aswan - EG,379774,24.0908,32.8994,Africa/Cairo
At Tafilah - JO,25429,30.8375,35.6044,Asia/Amman
Atakpame - TG,80683,7.53333,1.13333,Africa/Lome
Ataq - YE,37315,14.5377,46.8319,Asia/Aden
Atar - MR,31133,20.5188,-13.0464,Africa/Nouakchott
Athens - GR,664046,37.9838,23.7278,Europe/Athens
Ati - TD,29867,13.2138,18.3393,Africa/Ndjamena
Atlanta - US,510823,33.749,-84.388,America/New_York
Attard - MT,11377,35.8897,14.4425,Europe/Malta
Atyrau - KZ,290700,47.1048,51.8843,Asia/Atyrau
Auckland - NZ,1530500,-36.8485,174.763,Pacific/Auckland
Augusta - US,18899,44.3106,-69.7795,America/New_York
Aurangabad - IN,1175116,19.8776,75.3423,Asia/Kolkata
Austin - US,974447,30.2672,-97.7431,America/Chicago
Avarua - CK,13373,-21.2075,-159.775,Pacific/Rarotonga
Aveiro - PT,54162,40.6457,-8.64643,Europe/Lisbon
Awasa - ET,422200,7.06205,38.4763,Africa/Addis_Ababa
Aweil - SS,38745,8.76194,27.3919,Africa/Juba
Awka - NG,167738,6.21269,7.07199,Africa/Lagos
Ayacucho - PE,140033,-13.1638,-74.2234,America/Lima
Aydin - TR,163022,37.845,27.8396,Europe/Istanbul
Ayoun El Atrous - MR,28174,16.6614,-9.6149,Africa/Nouakchott
Az Zawiyah - LY,200000,32.7571,12.7276,Africa/Tripoli
Azogues - EC,34877,-2.73982,-78.8456,America/Guayaquil
Azua - DO,59139,18.4532,-70.7349,America/Santo_Domingo
Baalbek - LB,30916,34.0058,36.2181,Asia/Beirut
Babahoyo - EC,76279,-1.80493,-79.5249,America/Guayaquil
Babati - TZ,67445,-4.21667,35.75,Africa/Dar_es_Salaam
Bac Ninh - VN,287658,21.1861,106.076,Asia/Bangkok
Bacau - RO,136087,46.5672,26.9138,Europe/Bucharest
Badulla - LK,47587,6.9802,81.0577,Asia/Colombo
Bafata - GW,33502,12.1658,-14.6617,Africa/Bissau
Bafoussam - CM,373268,5.47775,10.4176,Africa/Douala
Baghdad - IQ,7216000,33.3406,44.4009,Asia/Baghdad
Bago - MM,244376,17.3352,96.4814,Asia/Yangon
Baguio - PH,272714,16.4164,120.593,Asia/Manila
Bahawalpur - PK,903795,29.3978,71.6752,Asia/Karachi
Bahir Dar - ET,350000,11.5936,37.3908,Africa/Addis_Ababa
Baia Mare - RO,108759,47.6573,23.5681,Europe/Bucharest
Baidoa - SO,129839,3.11383,43.6498,Africa/Mogadishu
Baikonur - KZ,70000,45.6167,63.3167,Asia/Qostanay
Baise - CN,686078,23.8901,106.627,Asia/Shanghai
Baku - AZ,1116513,40.3777,49.892,Asia/Baku
Balikesir - TR,238151,39.6492,27.8861,Europe/Istanbul
Balikpapan - ID,695287,-1.26753,116.829,Asia/Makassar
Balkanabat - TM,87822,39.5108,54.3671,Asia/Ashgabat
Balti - MD,125000,47.7629,27.9285,Europe/Chisinau
Baltimore - US,585708,39.2904,-76.6122,America/New_York
Bamako - ML,4227569,12.6091,-7.97522,Africa/Bamako
Bambari - CF,83029,5.76795,20.6757,Africa/Bangui
Bamenda - CM,420445,5.9597,10.146,Africa/Douala
Bamyan - AF,61863,34.8216,67.8273,Asia/Kabul
Ban Houayxay - LA,12500,20.27,100.418,Asia/Vientiane
Banan - CN,508703,29.3786,106.54,Asia/Shanghai
Banda Aceh - ID,255029,5.54167,95.3333,Asia/Jakarta
Bandar Abbas - IR,352173,27.1865,56.2808,Asia/Tehran
Bandar Lampung - ID,1166066,-5.42917,105.261,Asia/Jakarta
Bandar Seri Begawan - BN,64409,4.89035,114.94,Asia/Brunei
Bandundu Province - CD,202904,-3.31687,17.3806,Africa/Kinshasa
Bandung - ID,2444160,-6.92222,107.607,Asia/Jakarta
Banfora - BF,117452,10.6333,-4.76667,Africa/Ouagadougou
Bangassou - CF,54059,4.74132,22.8184,Africa/Bangui
Bangkok - TH,5104476,13.754,100.501,Asia/Bangkok
Bangui - CF,812407,4.36122,18.555,Africa/Bangui
Banha - EG,182254,30.4598,31.1842,Africa/Cairo
Bani - DO,66709,18.2797,-70.3318,America/Santo_Domingo
Bani Suwayf - EG,273151,29.0744,31.0979,Africa/Cairo
Banja Luka - BA,221106,44.7788,17.2063,Europe/Sarajevo
Banjarmasin - ID,657663,-3.31987,114.591,Asia/Makassar
Banjul - GM,37274,13.4527,-16.578,Africa/Banjul
Banlung - KH,17000,13.7394,106.987,Asia/Phnom_Penh
Bannu - PK,1357890,32.9853,70.604,Asia/Karachi
Banqiao - TW,551221,25.0143,121.467,Asia/Taipei
Banska Bystrica - SK,74590,48.7395,19.1493,Europe/Bratislava
Bao'an - CN,4476554,22.5521,113.883,Asia/Shanghai
Baoding - CN,2739887,38.8729,115.462,Asia/Shanghai
Baoji - CN,1437802,34.3678,107.237,Asia/Shanghai
Baoshan - CN,935618,25.1163,99.1637,Asia/Shanghai
Baotou - CN,2150000,40.6516,109.844,Asia/Shanghai
Baqubah - IQ,152550,33.754,44.6052,Asia/Baghdad
Bar - ME,17727,42.0937,19.0984,Europe/Podgorica
Barcelona - ES,1620343,41.3888,2.15899,Europe/Madrid
Barcelona - VE,815141,10.1384,-64.6877,America/Caracas
Barceloneta - PR,22322,18.4505,-66.5385,America/Puerto_Rico
Barda - AZ,37372,40.3758,47.1262,Asia/Baku
Barentu - ER,15891,15.1058,37.5907,Africa/Asmara
Bari - IT,316491,41.1207,16.8698,Europe/Rome
Barinas - VE,397279,8.62064,-70.231,America/Caracas
Barishal - BD,202242,22.705,90.3701,Asia/Dhaka
Barnaul - RU,632372,53.362,83.7279,Asia/Barnaul
Barquisimeto - VE,1240714,10.0647,-69.357,America/Caracas
Barranquilla - CO,1206319,10.9685,-74.7813,America/Bogota
Bartica - GY,11157,6.40539,-58.6233,America/Guyana
Bartin - TR,81692,41.6358,32.3375,Europe/Istanbul
Baruun-Urt - MN,18190,46.6806,113.279,Asia/Ulaanbaatar
Basarabeasca - MD,10809,46.3335,28.9616,Europe/Chisinau
Basel - CH,177595,47.5584,7.57327,Europe/Zurich
Basrah - IQ,1326564,30.5085,47.7804,Asia/Baghdad
Basse Santa Su - GM,14380,13.31,-14.2137,Africa/Banjul
Basse-Terre - GP,11472,15.9971,-61.7321,America/Guadeloupe
Basseterre - KN,12920,17.2955,-62.725,America/St_Kitts
Bata - GQ,173046,1.86391,9.76582,Africa/Malabo
Batam - ID,1164352,1.14937,104.025,Asia/Jakarta
Batangafo - CF,24119,7.30082,18.2833,Africa/Bangui
Batken - KG,27730,40.0622,70.8219,Asia/Bishkek
Batman - TR,452157,37.8874,41.1322,Europe/Istanbul
Batna City - DZ,289504,35.556,6.17414,Africa/Algiers
Baton Rouge - US,227470,30.4433,-91.1875,America/Chicago
Battagram - PK,700000,34.6772,73.0233,Asia/Karachi
Battambang - KH,119251,13.1027,103.198,Asia/Phnom_Penh
Batumi - GE,186949,41.6408,41.6306,Asia/Tbilisi
Bauchi - NG,693700,10.3103,9.84388,Africa/Lagos
Baukau - TL,16000,-8.47572,126.456,Asia/Dili
Bayamo - CU,192632,20.3737,-76.6427,America/Havana
Bayamon - PR,203499,18.3986,-66.1557,America/Puerto_Rico
Bayan Nur - CN,1760000,40.7414,107.386,Asia/Shanghai
Bayanhongor - MN,30931,46.1944,100.718,Asia/Ulaanbaatar
Bayburt - TR,48036,40.2563,40.2229,Europe/Istanbul
Bazarak - AF,65000,35.3129,69.5152,Asia/Kabul
Beau Bassin-Rose Hill - MU,111355,-20.2333,57.4661,Indian/Mauritius
Bechar - DZ,165241,31.6167,-2.21667,Africa/Algiers
Beersheba - IL,186600,31.2518,34.7913,Asia/Jerusalem
Beihai - CN,525329,21.4835,109.115,Asia/Shanghai
Beijing - CN,18960744,39.9075,116.397,Asia/Shanghai
Beira - MZ,687764,-19.8436,34.8389,Africa/Maputo
Beirut - LB,1916100,33.8933,35.5016,Asia/Beirut
Beja - TN,61568,36.7256,9.18169,Africa/Tunis
Beja - PT,34760,38.0147,-7.86284,Europe/Lisbon
Bejaia - DZ,176139,36.7559,5.08433,Africa/Algiers
Bekasi - ID,2564940,-6.2349,106.99,Asia/Jakarta
Bekescsaba - HU,59732,46.6833,21.1,Europe/Budapest
Beledweyne - SO,55410,4.73583,45.2036,Africa/Mogadishu
Belem - BR,1499641,-1.45583,-48.5044,America/Belem
Belfast - GB,348005,54.5968,-5.92541,Europe/London
Belgorod - RU,345289,50.6034,36.5809,Europe/Moscow
Belgrade - RS,1273651,44.804,20.4651,Europe/Belgrade
Belize City - BZ,65222,17.4995,-88.1976,America/Belize
Bellinzona - CH,43220,46.1928,9.01703,Europe/Zurich
Belmopan - BZ,13381,17.2538,-88.764,America/Belize
Belo Horizonte - BR,2721564,-19.9208,-43.9378,America/Sao_Paulo
Belokany - AZ,14800,41.7263,46.4048,Asia/Baku
Ben Arous - TN,88322,36.7545,10.2217,Africa/Tunis
Ben Tre - VN,124449,10.2415,106.376,Asia/Ho_Chi_Minh
Bender - MD,110175,46.8316,29.4767,Europe/Chisinau
Bengaluru - IN,8495492,12.9719,77.5937,Asia/Kolkata
Benghazi - LY,757490,32.1149,20.0686,Africa/Tripoli
Bengkulu - ID,373591,-3.80044,102.266,Asia/Jakarta
Benguela - AO,555124,-12.5767,13.4027,Africa/Luanda
Beni Abbes - DZ,11416,30.1331,-2.16611,Africa/Algiers
Beni Mellal - MA,210397,32.3372,-6.34983,Africa/Casablanca
Benin City - NG,1782000,6.33815,5.62575,Africa/Lagos
Berane - ME,11073,42.8433,19.8728,Europe/Podgorica
Berat - AL,62232,40.7058,19.9522,Europe/Tirane
Berberati - CF,103713,4.26116,15.7922,Africa/Bangui
Bergen - NO,294029,60.393,5.32415,Europe/Oslo
Berlin - DE,3426354,52.5244,13.4105,Europe/Berlin
Bern - CH,121631,46.9481,7.44744,Europe/Zurich
Berovo - MK,13847,41.7018,22.8572,Europe/Skopje
Bertoua - CM,137993,4.57728,13.6846,Africa/Douala
Beylagan - AZ,15599,39.7756,47.6186,Asia/Baku
Bhisho - ZA,137287,-32.8472,27.4422,Africa/Johannesburg
Bhopal - IN,1798218,23.2547,77.4029,Asia/Kolkata
Bhubaneswar - IN,885363,20.2724,85.8338,Asia/Kolkata
Bialystok - PL,291855,53.1333,23.1643,Europe/Warsaw
Bien Hoa - VN,1272235,10.9447,106.824,Asia/Ho_Chi_Minh
Bijelo Polje - ME,15400,43.0383,19.7476,Europe/Podgorica
Bijie - CN,1137383,27.3019,105.286,Asia/Shanghai
Bilecik - TR,74457,40.1419,29.9793,Europe/Istanbul
Biltine - TD,33540,14.5273,20.926,Africa/Ndjamena
Bimbo - CF,348802,4.25671,18.4158,Africa/Bangui
Bindura - ZW,50400,-17.3019,31.3306,Africa/Harare
Bingoel - TR,128935,38.8847,40.4939,Europe/Istanbul
Binzhou - CN,682717,37.3667,118.017,Asia/Shanghai
Birendranagar - NP,154886,28.5967,81.6166,Asia/Kathmandu
Birjand - IR,196982,32.8663,59.2211,Asia/Tehran
Birkirkara - MT,24356,35.8971,14.4611,Europe/Malta
Birmingham - GB,1157603,52.4814,-1.89983,Europe/London
Birnin Kebbi - NG,108164,12.4539,4.1975,Africa/Lagos
Birobidzhan - RU,73623,48.793,132.92,Asia/Vladivostok
Birzebbuga - MT,12915,35.8255,14.5268,Europe/Malta
Bishkek - KG,900000,42.87,74.59,Asia/Bishkek
Biskra - DZ,204661,34.8504,5.72805,Africa/Algiers
Bismarck - US,75092,46.8083,-100.784,America/Chicago
Bissau - GW,439704,11.8636,-15.5977,Africa/Bissau
Bistrita - RO,78877,47.1332,24.5001,Europe/Bucharest
Bitlis - TR,53023,38.4012,42.1078,Europe/Istanbul
Bitola - MK,69287,41.0323,21.3355,Europe/Skopje
Bizerte - TN,138430,37.2744,9.87391,Africa/Tunis
Bjelovar - HR,24392,45.8979,16.8507,Europe/Zagreb
Blagoevgrad - BG,67810,42.0146,23.098,Europe/Sofia
Blagoveshchensk - RU,225091,50.2759,127.526,Asia/Yakutsk
Blantyre - MW,902588,-15.785,35.0085,Africa/Blantyre
Blenheim - NZ,30300,-41.516,173.953,Pacific/Auckland
Blida - DZ,331779,36.47,2.8277,Africa/Algiers
Bloemfontein - ZA,556637,-29.1211,26.214,Africa/Johannesburg
Bluefields - NI,44373,12.0129,-83.7645,America/Managua
Bo - SL,174354,7.96472,-11.7383,Africa/Freetown
Boa Vista - BR,419652,2.81972,-60.6733,America/Boa_Vista
Boaco - NI,29046,12.4726,-85.6596,America/Managua
Bobo-Dioulasso - BF,904920,11.1771,-4.2979,Africa/Ouagadougou
Bodden Town - KY,14845,19.2765,-81.2542,America/Cayman
Bodo - NO,34073,67.2827,14.3751,Europe/Oslo
Boende - CD,50794,-0.28163,20.8805,Africa/Kinshasa
Bogor - ID,1127408,-6.59444,106.789,Asia/Jakarta
Bogota - CO,7674366,4.60971,-74.0817,America/Bogota
Bogovinje - MK,15166,41.9224,20.9153,Europe/Skopje
Boise - US,235684,43.6135,-116.203,America/Boise
Bojnurd - IR,192041,37.4747,57.329,Asia/Tehran
Bokaro - IN,564319,23.6693,86.1516,Asia/Kolkata
Boke - GN,63736,10.9322,-14.2905,Africa/Conakry
Bokhtar - TJ,110800,37.8367,68.7775,Asia/Dushanbe
Bol - TD,51389,13.4673,14.7135,Africa/Ndjamena
Bolama - GW,10769,11.5769,-15.4761,Africa/Bissau
